PWGTP,PERNP,AGEP,COW,QTRBIR,SEX,RAC1P,SCHL,JWTRNS
106,2000,28,1,3,2,1,19,1
69,-10001,6,0,2,1,1,4,0
25,0,80,0,3,2,1,22,0
20,0,82,0,2,1,1,16,0
102,96000,63,1,2,1,2,18,1
99,170000,38,1,3,2,1,22,11
122,178000,40,1,4,1,1,21,11
136,0,74,0,1,2,1,22,0
23,0,74,0,3,2,1,20,0
21,0,76,0,2,1,1,21,0
77,83000,64,1,1,2,1,18,1
81,0,66,0,3,1,1,20,0
15,23000,68,6,1,2,1,24,11
13,0,72,0,3,1,1,16,0
65,80000,39,1,3,1,1,21,11
93,120000,39,1,1,2,1,21,11
89,-10001,6,0,1,1,1,3,0
91,-10001,4,0,4,1,1,2,0
81,52500,62,2,3,2,1,20,0
99,16900,61,1,2,1,1,19,11
96,35000,36,1,4,1,1,20,1
132,0,57,1,2,1,1,22,0
124,6000,64,3,1,2,1,21,1
72,0,71,0,1,2,1,22,0
92,127000,46,1,1,1,1,22,1
99,0,45,2,4,2,1,21,0
100,540,17,1,2,2,1,14,1
109,-10001,14,0,1,2,1,11,0
70,0,68,1,2,1,1,21,0
73,0,67,0,4,2,1,22,0
87,35700,29,5,4,1,1,21,11
60,0,64,0,4,1,1,16,0
48,0,57,0,2,2,1,16,0
93,34000,23,1,2,2,2,21,2
55,7000,23,1,4,2,1,21,0
85,0,57,0,4,1,1,16,0
69,0,59,0,3,2,1,13,0
206,60000,54,2,3,1,1,24,1
242,60000,54,2,4,2,1,21,1
10,0,83,0,2,2,1,22,0
15,55000,40,1,3,1,1,17,1
56,52000,48,1,1,1,1,16,1
59,19600,47,2,4,2,1,16,11
52,0,16,0,2,1,1,13,0
26,55000,73,1,1,1,1,19,1
24,0,76,0,3,2,1,16,0
159,0,63,3,2,1,1,22,0
162,0,62,0,3,2,1,22,0
23,0,67,0,1,2,1,19,0
56,0,37,0,2,1,1,17,0
35,0,57,0,2,2,1,17,0
59,0,29,0,2,2,1,16,0
60,0,74,0,4,2,1,22,0
72,0,77,0,3,1,1,23,0
97,50000,50,1,1,1,1,16,1
103,20000,50,1,3,2,1,15,0
129,30000,23,1,4,2,1,19,0
83,0,17,0,2,1,1,14,0
33,8000,47,6,2,2,1,16,1
23,66000,52,1,1,1,1,16,1
39,1200,23,1,1,2,1,21,0
277,94000,24,1,3,1,1,21,11
391,26000,24,1,3,2,1,21,1
86,35200,59,1,3,2,1,21,1
56,0,70,0,1,1,1,17,0
61,0,66,6,2,2,1,16,0
123,0,69,0,1,2,1,16,0
49,106000,46,1,1,2,1,22,10
37,96000,45,3,1,1,1,21,1
69,-10001,5,0,1,1,1,2,0
78,0,85,0,1,1,1,11,0
81,11100,77,1,1,2,1,14,1
102,0,57,0,4,2,1,19,0
231,14500,22,1,3,2,1,16,1
114,0,86,0,3,1,1,11,0
39,60,73,6,4,1,1,16,0
34,0,73,0,1,2,1,20,0
65,0,95,0,4,2,1,16,0
104,0,61,4,4,2,1,22,0
129,24000,61,7,3,1,1,18,1
20,0,69,0,4,2,1,20,0
109,36400,55,1,4,1,1,19,1
123,22900,31,1,4,2,9,17,0
30,0,33,1,4,2,1,18,0
36,12000,44,6,2,1,1,15,0
19,-10001,3,0,4,2,1,1,0
38,45000,62,1,3,1,9,18,1
121,30000,63,2,1,2,1,16,1
28,22400,58,1,3,2,1,15,0
104,0,76,0,4,2,1,16,0
108,0,71,0,1,1,2,16,0
15,13000,67,1,2,1,1,19,1
16,20000,68,1,1,2,1,19,1
60,61000,37,2,1,2,1,22,1
60,86000,46,1,4,1,9,20,1
89,4000,16,1,2,2,1,13,1
67,-10001,10,0,2,2,1,7,0
131,225000,37,1,1,1,6,22,1
97,0,35,1,1,2,6,21,0
121,-10001,2,0,3,1,6,0,0
33,80000,44,1,1,2,1,21,11
27,-10001,15,0,3,1,1,12,0
35,-10001,8,0,1,1,1,6,0
36,-10001,6,0,2,1,1,3,0
170,0,95,0,2,1,1,21,0
135,0,91,0,2,2,1,21,0
14,85000,45,1,1,1,1,16,1
28,40000,33,3,2,2,1,21,1
22,-10001,9,0,3,2,1,6,0
14,0,69,0,4,1,3,17,0
17,0,68,1,1,2,1,18,0
12,7900,17,3,1,2,3,13,0
9,-10001,12,0,3,1,3,9,0
11,-10001,11,0,3,2,3,8,0
11,-10001,9,0,3,2,3,7,0
9,-10001,9,0,4,2,3,5,0
140,100000,65,1,3,2,1,23,1
77,25000,46,1,3,1,1,16,0
73,37000,65,1,1,2,1,20,1
96,45000,67,1,4,1,1,15,1
94,0,61,1,1,2,1,15,0
75,0,39,1,4,1,1,15,0
83,63000,54,1,4,1,1,19,1
25,0,73,0,4,2,1,16,0
28,36000,53,1,2,1,1,16,1
18,0,17,0,2,1,1,14,0
17,-10001,15,0,3,1,1,13,0
369,0,53,0,1,2,2,16,0
138,0,67,0,1,1,1,20,0
155,1300,63,1,3,2,1,16,1
232,18900,26,1,3,2,1,16,1
23,0,65,3,1,1,1,19,0
25,26000,60,1,3,2,1,20,1
32,15000,35,1,3,1,1,18,1
26,0,77,0,3,2,1,21,0
31,0,77,2,3,1,1,21,0
34,26000,53,3,1,2,1,20,1
17,0,60,0,2,1,1,19,0
18,24000,74,2,1,2,1,20,1
60,0,63,4,2,1,1,22,0
54,60000,53,3,2,2,1,22,1
53,0,71,0,1,1,1,16,0
166,88000,61,1,2,1,1,16,0
149,25200,61,2,3,2,1,16,1
68,0,76,0,3,1,1,16,0
80,26100,19,5,3,2,1,16,1
96,0,19,1,2,1,1,16,0
98,44800,46,1,3,2,1,18,1
76,62000,48,1,3,1,1,16,1
181,7500,20,1,2,2,1,19,1
82,0,16,0,1,1,1,12,0
69,130000,33,2,3,2,1,23,1
99,100000,35,1,1,1,1,21,11
113,-10001,1,0,4,1,1,0,0
279,40000,39,2,2,2,2,19,11
345,-10001,15,0,2,1,2,12,0
249,-10001,11,0,2,1,2,8,0
46,17500,74,5,4,2,1,20,11
47,0,75,0,3,1,1,20,0
92,39900,37,1,4,1,1,17,1
35,0,88,1,2,2,9,16,0
71,0,57,0,1,1,1,19,0
220,2900,71,1,2,2,1,16,1
217,5600,45,1,4,2,2,21,0
405,12000,32,6,1,1,2,19,1
276,-10001,13,0,2,1,2,10,0
310,-10001,7,0,1,2,2,3,0
35,26000,57,1,2,2,1,16,1
45,0,75,0,4,1,1,20,0
74,111000,49,1,1,1,1,21,1
91,40900,36,3,2,2,1,21,1
18,0,76,0,3,1,1,16,0
29,6400,28,1,1,1,1,19,0
134,30000,33,2,4,2,1,21,1
115,41900,33,2,1,1,1,19,1
76,-10001,3,0,4,2,1,1,0
136,0,78,0,4,2,1,16,0
102,31000,60,1,3,1,1,16,2
109,120000,37,1,1,1,1,19,1
44,0,72,0,4,1,1,21,0
41,0,72,0,2,2,1,22,0
27,130000,60,1,2,2,1,21,1
28,0,78,8,3,2,1,19,0
25,4,81,6,2,1,1,15,0
89,0,65,0,2,1,1,13,0
99,22000,65,1,2,2,1,13,1
29,0,70,1,1,2,1,18,0
222,0,55,2,3,2,1,20,0
197,100000,56,1,1,1,1,19,1
222,26300,20,1,1,2,1,19,1
36,0,60,0,4,2,1,16,0
42,5000,19,1,3,1,1,19,0
92,0,83,0,1,2,1,16,0
76,47000,67,1,3,1,1,16,1
53,56000,57,3,3,2,1,16,1
26,0,76,1,1,1,1,16,0
24,0,68,0,3,2,1,20,0
29,0,59,1,1,2,1,16,0
85,60000,62,1,3,1,1,16,1
87,0,58,0,2,2,1,16,0
61,48000,55,1,3,1,1,19,11
64,0,55,0,3,2,1,16,0
67,1000,18,1,3,2,1,16,10
12,100000,64,7,4,1,1,16,1
12,52000,61,7,2,2,1,19,1
18,5300,23,1,3,2,1,21,0
16,6500,20,1,1,2,1,19,0
60,60000,57,1,2,1,1,16,1
89,65000,54,1,1,2,1,16,1
27,0,70,0,3,2,1,16,0
63,30000,62,2,4,2,1,22,1
33,40000,49,1,4,2,1,16,1
96,0,80,0,2,2,1,19,0
48,31800,46,1,3,2,1,16,1
45,0,76,0,4,1,1,18,0
47,98000,69,2,1,2,1,24,1
78,135000,66,2,2,1,1,21,9
11,65000,34,4,3,2,1,20,1
21,61000,44,3,2,1,1,18,8
15,20000,46,1,1,2,1,19,8
31,0,19,0,3,1,1,16,0
19,-10001,15,0,2,2,1,12,0
160,45000,55,1,4,1,1,16,1
157,65000,52,2,3,2,1,20,1
138,30000,31,1,1,1,1,16,1
20,0,79,0,3,2,1,21,0
69,50000,27,3,4,1,1,21,1
113,220000,27,1,4,2,1,21,1
102,-10001,3,0,3,2,1,2,0
101,-10001,0,0,3,2,1,0,0
120,8000,22,1,1,1,1,19,1
140,0,86,0,1,1,1,23,0
179,0,83,0,2,2,1,21,0
82,0,63,0,1,2,1,16,0
31,75000,42,2,3,2,1,21,11
28,75000,50,1,3,1,1,16,1
103,0,70,1,3,1,1,15,0
139,32400,60,1,1,2,1,9,1
93,-10001,15,0,1,2,9,13,0
37,18000,48,1,4,2,9,19,1
102,0,27,1,3,2,1,16,0
139,-10001,6,0,4,1,1,3,0
190,-10001,1,0,3,2,1,0,0
19,42700,64,1,3,1,1,19,1
14,0,61,0,4,2,1,16,0
14,45000,24,1,4,1,1,16,1
14,25000,22,1,3,2,1,20,1
46,0,70,0,3,1,2,19,0
39,0,61,4,3,1,2,19,0
33,0,61,4,2,2,2,17,0
157,0,80,0,2,1,1,21,0
97,0,80,0,2,2,1,21,0
52,0,69,0,4,2,1,16,0
44,0,67,0,3,1,1,18,0
91,55000,50,1,3,2,1,16,11
78,80000,52,1,3,1,1,16,11
51,0,19,0,4,2,1,16,0
62,15000,23,4,3,1,1,19,1
106,600,57,6,2,2,1,16,12
71,-10001,12,0,1,2,1,9,0
2,0,52,1,3,1,1,19,0
75,80000,58,2,3,1,9,20,1
108,300,69,3,2,2,1,20,0
18,0,59,1,4,2,1,19,0
24,17000,73,3,2,1,1,16,1
99,60000,40,1,1,1,1,19,1
107,-10001,12,0,4,1,1,9,0
105,-10001,10,0,3,2,1,8,0
99,65000,40,1,3,2,2,22,1
85,65000,40,1,3,1,1,22,1
228,0,73,1,4,2,1,21,0
354,81000,28,1,4,1,6,20,1
250,0,26,0,4,2,6,21,0
146,52000,26,4,1,2,1,21,11
10,64000,46,3,3,2,1,22,1
10,55000,48,1,3,1,1,20,1
14,13000,20,1,1,1,1,18,1
25,1300,16,2,1,2,1,14,0
19,12000,64,1,2,2,1,14,1
32,0,66,0,3,2,9,21,0
43,0,74,0,2,1,1,17,0
59,56000,56,4,2,1,1,22,0
59,151000,50,4,3,2,1,24,11
64,-10001,13,0,3,1,1,11,0
64,-10001,7,0,1,1,1,4,0
92,55000,52,3,3,1,1,21,1
32,102000,60,1,4,1,1,16,11
28,0,70,0,4,2,1,16,0
23,20000,54,1,2,2,1,15,1
19,0,66,6,4,1,1,16,0
18,0,65,2,1,2,1,20,0
19,0,67,0,3,2,1,20,0
14,0,68,0,3,1,1,16,0
17,36000,42,1,4,1,1,16,1
56,8000,57,1,4,1,1,24,0
120,0,47,1,1,2,2,19,0
148,0,77,0,2,2,1,21,0
129,0,78,0,4,1,1,22,0
245,140000,42,1,1,1,1,22,1
242,12000,40,1,1,2,1,19,1
184,20000,18,1,1,1,1,19,1
222,1000,16,1,2,1,1,13,0
228,-10001,13,0,2,2,1,9,0
265,-10001,12,0,1,1,1,10,0
225,-10001,10,0,1,2,1,5,0
225,-10001,8,0,2,2,1,4,0
296,-10001,4,0,2,2,1,1,0
184,5000,21,1,1,1,1,19,1
52,0,74,0,2,1,1,14,0
54,6300,26,1,3,2,6,21,2
58,0,23,0,2,2,6,21,0
42,23000,27,1,1,2,1,16,1
75,25000,40,7,4,1,1,16,1
73,-10001,0,0,3,2,1,0,0
30,49000,48,1,4,2,1,20,1
34,70000,49,1,3,1,1,20,1
2,20000,20,1,1,1,1,15,1
23,22000,47,1,4,2,1,21,1
29,0,48,0,4,1,1,19,0
353,0,64,0,1,1,2,16,0
103,89000,62,1,2,1,1,16,1
56,0,66,0,3,1,1,22,0
54,0,65,0,4,2,1,21,0
16,6800,69,4,1,2,1,24,0
266,0,51,7,2,2,1,20,0
363,10000,27,1,1,1,1,18,1
367,36600,24,1,4,2,1,18,1
365,20000,22,1,2,2,1,19,1
295,13000,17,1,1,2,1,15,1
317,10000,61,1,2,1,9,20,1
144,40000,60,1,3,2,1,19,1
131,0,67,0,3,1,1,16,0
97,10000,41,1,3,1,1,13,0
230,0,91,0,3,2,2,14,0
275,0,84,0,3,1,2,14,0
85,0,80,0,1,1,1,20,0
102,0,80,0,1,2,1,20,0
85,70000,50,2,2,1,1,23,11
75,489000,51,1,4,2,1,23,11
74,-10001,15,0,3,1,1,11,0
82,-10001,12,0,3,2,1,9,0
76,24000,43,2,3,2,1,19,11
84,41000,41,1,3,1,1,18,11
72,-10001,11,0,3,2,1,8,0
73,-10001,9,0,2,1,1,5,0
25,80000,26,1,3,1,1,19,0
16,0,25,1,2,2,9,18,0
29,-10001,2,0,4,1,1,0,0
31,-10001,0,0,1,2,1,0,0
166,0,59,4,1,1,1,21,0
127,0,66,0,3,2,1,21,0
72,132000,42,1,1,1,6,21,1
121,20000,42,1,2,2,6,21,1
157,-10001,13,0,3,2,6,11,0
157,-10001,10,0,3,1,6,7,0
34,29500,24,1,3,2,1,20,10
43,69000,21,1,2,1,1,16,1
49,17300,22,2,3,2,1,21,1
55,2200,21,1,4,1,9,16,0
129,0,65,1,2,1,1,17,0
85,0,25,1,3,1,1,16,0
70,6000,48,2,3,2,1,21,1
75,110000,52,1,2,1,1,23,1
99,0,16,0,2,2,1,12,0
83,-10001,13,0,1,1,1,10,0
83,35000,43,1,2,2,1,21,0
97,240000,40,1,4,1,1,21,1
119,-10001,7,0,2,2,1,4,0
92,-10001,5,0,4,1,1,2,0
112,-10001,1,0,4,1,1,0,0
15,0,76,0,1,1,1,18,0
20,0,74,0,4,2,1,16,0
44,36000,58,1,4,2,2,18,0
84,60000,61,1,3,1,1,16,1
79,40000,60,1,3,2,1,16,1
115,0,71,0,4,1,1,22,0
105,0,65,0,1,2,1,20,0
105,30000,44,1,3,2,1,20,11
228,2500,16,1,4,1,1,14,1
110,36000,49,1,1,1,1,16,1
104,3500,44,1,3,2,1,16,1
70,-10001,15,0,4,2,1,12,0
111,-10001,13,0,4,1,1,11,0
75,76000,34,3,2,2,2,22,1
58,25000,29,1,2,1,2,21,1
63,-10001,14,0,2,1,2,11,0
73,-10001,7,0,3,2,2,4,0
68,-10001,1,0,3,1,2,0,0
127,62000,57,3,3,2,1,20,1
83,4000,66,1,1,2,1,23,9
83,115000,63,1,4,1,1,22,11
282,58000,43,4,1,2,1,21,1
255,80000,46,1,1,1,1,16,1
202,-10001,9,0,4,2,1,6,0
202,-10001,6,0,3,2,1,3,0
294,-10001,4,0,3,2,1,1,0
154,0,84,0,3,1,1,22,0
149,0,80,0,2,2,1,22,0
81,31500,36,1,2,2,1,20,1
90,70000,36,1,2,1,1,19,1
86,-10001,4,0,2,2,1,1,0
87,-10001,2,0,1,2,1,0,0
23,0,81,0,3,2,1,17,0
143,10000,57,7,1,1,1,16,1
181,40000,25,1,2,1,1,16,1
36,75000,47,1,3,1,1,19,1
67,0,43,1,2,2,1,15,0
69,20700,67,1,4,2,1,19,1
97,148000,55,1,4,1,6,22,11
109,10900,53,1,3,2,6,21,0
53,0,19,0,4,2,6,19,0
64,0,17,0,2,2,6,14,0
22,0,89,0,4,1,1,20,0
27,0,83,0,3,2,1,18,0
120,0,36,0,1,2,2,17,0
19,72000,45,1,4,1,1,20,1
22,10000,32,1,2,2,1,20,1
22,-10001,4,0,3,2,1,1,0
19,-10001,1,0,1,1,1,0,0
148,155000,35,1,1,2,1,21,11
102,310000,37,1,2,1,1,21,11
108,-10001,6,0,1,2,1,3,0
106,-10001,4,0,2,1,1,2,0
103,-10001,0,0,1,1,1,0,0
74,0,52,8,3,1,1,21,0
73,91000,60,1,1,2,1,21,1
7,45000,62,1,2,1,9,16,9
94,0,45,0,2,1,1,21,0
32,33100,30,1,1,2,1,20,1
35,46000,34,1,4,1,1,20,1
32,-10001,3,0,2,2,1,1,0
34,-10001,1,0,1,1,1,0,0
406,40000,53,1,4,2,1,20,1
467,41600,50,1,1,1,1,16,1
69,0,81,0,3,2,1,21,0
60,0,81,0,4,1,1,16,0
70,267000,61,6,4,2,1,16,1
83,200000,63,1,1,1,1,21,1
128,16000,27,1,1,2,1,19,1
82,29000,27,1,2,1,1,19,1
85,0,88,0,2,2,9,14,0
50,0,76,0,2,1,1,21,0
30,0,62,3,3,1,1,21,0
31,2400,57,3,4,2,1,21,1
52,44000,26,1,3,1,1,21,1
82,0,90,0,3,2,1,15,0
14,200000,39,1,1,1,1,1,1
17,0,39,0,3,2,1,1,0
18,-10001,10,0,1,2,1,7,0
17,-10001,8,0,1,2,1,6,0
17,-10001,6,0,4,2,1,3,0
80,1400,25,1,3,1,1,19,1
85,0,62,0,2,1,1,16,0
83,0,56,0,2,2,1,20,0
69,2000,19,1,2,1,1,18,1
50,22000,24,1,1,1,1,19,1
74,0,28,2,3,2,1,18,0
91,-10001,2,0,2,1,1,0,0
26,0,85,0,2,1,1,19,0
21,0,84,0,3,2,1,19,0
87,489000,53,1,4,1,1,22,0
81,0,55,0,2,2,1,21,0
52,24000,60,1,3,1,1,21,8
51,35000,55,1,3,2,1,19,1
135,110000,35,2,3,1,1,23,1
135,85000,37,3,1,1,1,22,1
16,0,80,0,2,2,9,17,0
165,0,65,0,1,2,1,22,0
175,0,67,0,2,1,1,22,0
88,36000,63,2,4,1,8,13,1
87,0,61,0,1,2,8,6,0
108,4000,22,2,1,1,8,15,0
62,0,69,2,4,1,1,20,0
45,13100,70,1,2,2,1,21,1
78,960,37,1,2,2,1,21,1
64,-10001,11,0,2,2,1,9,0
73,-10001,9,0,1,1,1,6,0
70,-10001,6,0,1,1,1,1,0
344,700,34,1,2,2,1,18,0
334,82000,35,1,4,1,1,20,1
267,-10001,14,0,1,1,1,10,0
264,-10001,12,0,2,1,1,8,0
385,-10001,7,0,3,2,1,4,0
211,19200,31,1,4,1,1,20,1
11,52000,52,3,1,2,1,20,1
14,120000,57,6,4,1,1,19,1
99,0,74,1,2,2,1,16,0
64,40300,54,1,1,1,1,16,1
82,35000,24,1,3,2,1,21,1
111,-10001,13,0,2,2,1,11,0
67,0,52,0,1,2,1,16,0
140,0,85,0,1,2,1,16,0
160,0,85,0,1,1,1,22,0
33,59000,57,1,2,1,1,18,1
29,0,67,0,4,2,1,18,0
21,0,70,0,4,1,1,19,0
27,0,70,0,1,2,1,16,0
10,2100,66,1,2,2,1,23,0
39,0,63,1,2,1,1,19,0
51,104000,46,1,3,1,1,21,11
64,65000,43,3,2,2,1,22,1
58,2500,17,1,3,2,1,14,1
88,31000,30,1,2,2,1,19,1
86,38500,36,1,4,1,1,1,1
122,-10001,6,0,1,1,1,4,0
87,-10001,2,0,3,1,1,0,0
46,1800,41,1,4,2,1,16,11
41,54000,38,1,3,1,1,19,11
35,-10001,10,0,1,1,1,8,0
45,-10001,3,0,3,1,1,1,0
29,252000,55,7,1,1,1,16,1
134,20000,39,1,4,1,1,21,1
125,870,35,1,2,2,1,23,0
195,-10001,3,0,4,2,1,3,0
195,-10001,2,0,1,1,1,0,0
29,55000,64,1,4,1,1,16,1
30,0,58,0,1,2,1,16,0
31,75000,37,1,1,1,1,16,1
144,41100,53,1,4,2,2,18,11
413,0,74,0,3,2,2,19,0
27,0,69,0,1,2,1,22,0
29,0,71,0,3,1,1,22,0
42,20000,48,1,4,2,1,16,1
36,40000,47,7,3,1,1,16,1
46,4300,18,1,1,1,1,18,1
173,60000,60,1,1,1,2,17,1
114,300000,46,5,3,1,1,23,1
113,110000,46,2,3,2,1,22,1
170,-10001,15,0,1,1,1,12,0
174,26100,26,1,1,1,8,16,1
94,0,71,0,4,2,1,19,0
239,45000,38,1,1,2,2,18,11
261,-10001,10,0,4,1,2,8,0
190,0,72,0,2,1,2,13,0
163,6500,61,1,4,2,2,16,1
11,120000,43,5,4,2,1,17,1
15,0,45,0,1,1,1,1,0
13,15000,20,1,3,1,1,16,1
11,30000,42,1,1,1,1,17,12
23,0,74,0,2,2,1,16,0
68,549000,44,1,3,1,1,18,11
94,30000,41,1,2,2,1,21,11
151,6000,21,1,2,2,1,19,0
110,6000,21,1,2,2,1,19,12
48,0,70,0,3,2,1,18,0
55,60000,39,1,2,1,1,19,1
42,23400,33,1,3,2,1,19,11
49,-10001,9,0,2,1,1,6,0
48,-10001,5,0,3,2,1,2,0
49,-10001,14,0,4,1,1,10,0
26,0,77,0,2,2,1,21,0
19,0,78,0,4,2,1,16,0
24,-10001,12,0,2,1,1,9,0
18,120,67,3,3,2,1,21,0
94,0,63,4,2,2,1,22,0
79,69000,62,1,3,1,1,16,1
51,-130,70,6,3,1,1,19,11
55,0,68,1,1,2,1,16,0
386,2000,49,5,2,2,3,18,1
202,800,56,1,4,2,1,16,1
82,0,73,0,4,1,1,21,0
83,0,76,0,4,2,1,21,0
28,0,82,0,2,2,1,22,0
21,87000,35,3,2,1,1,22,1
17,66000,34,1,2,2,1,21,11
75,0,65,1,3,2,1,19,0
66,0,66,0,2,1,1,16,0
91,0,72,0,2,2,1,13,0
54,40000,39,1,3,1,1,17,1
73,14400,37,1,4,2,8,14,1
49,-10001,10,0,4,2,1,7,0
42,-10001,4,0,4,1,1,1,0
45,0,61,1,4,2,1,16,0
100,20000,60,1,1,1,1,19,11
100,0,73,7,4,1,1,16,0
90,0,80,0,4,1,1,21,0
110,60000,57,1,4,1,1,16,1
205,60000,30,3,1,1,1,22,1
203,47000,24,3,2,2,1,22,1
587,24000,22,1,2,2,1,20,1
13,8000,25,1,4,2,1,16,10
14,-10001,2,0,2,1,1,0,0
476,0,32,0,3,2,2,14,0
287,0,16,0,4,2,2,14,0
11,6500,64,1,2,1,1,20,1
10,45000,56,1,3,2,1,19,1
118,0,60,0,2,2,1,18,0
92,0,56,0,4,1,9,21,0
137,73000,56,1,3,2,9,21,1
215,1200,17,1,1,2,9,16,1
214,40000,59,1,3,1,2,16,1
127,75000,33,1,1,1,1,19,1
93,195000,45,6,2,1,1,16,1
110,120,16,1,1,2,1,12,0
145,820,71,1,1,1,9,22,1
82,0,70,0,3,2,1,22,0
99,0,69,1,1,1,1,21,0
92,0,69,0,3,2,1,20,0
72,40000,60,2,3,2,1,20,1
54,0,62,0,2,2,1,19,0
51,125000,66,1,4,1,1,19,1
54,0,75,0,2,2,1,22,0
52,1600,57,1,1,1,1,19,1
42,0,74,0,3,2,1,19,0
20,0,64,0,4,1,1,16,0
23,0,60,0,2,2,1,16,0
33,-10001,3,0,1,1,1,1,0
30,0,81,0,3,1,1,12,0
28,30000,69,1,4,2,1,19,1
15,75000,62,1,2,1,1,16,1
18,4200,63,1,4,2,1,18,0
13,18200,60,1,2,1,1,19,1
5,1300,32,1,2,2,1,14,0
113,9600,52,1,1,2,1,21,1
130,0,62,0,1,1,1,16,0
283,0,48,0,4,2,1,19,0
86,0,69,0,3,2,1,16,0
74,0,75,0,3,1,1,16,0
40,91000,58,7,1,2,9,17,1
38,117000,59,7,1,1,1,16,1
149,55000,57,1,4,1,1,16,1
133,40000,22,1,1,2,1,19,0
45,0,66,1,4,1,1,20,0
33,0,95,0,2,2,1,19,0
31,0,69,0,2,1,1,16,0
24,0,79,0,3,2,1,16,0
76,13500,51,1,2,2,1,21,0
92,100000,51,1,2,1,1,19,1
76,0,58,0,3,1,1,16,0
28,93000,36,1,3,1,1,20,1
34,10000,33,1,2,2,1,22,11
26,-10001,10,0,1,1,1,6,0
30,-10001,8,0,3,2,1,5,0
27,-10001,7,0,3,1,1,3,0
59,0,54,1,3,2,9,21,0
81,72000,54,3,4,1,9,22,1
27,61000,60,1,4,1,1,16,1
23,35000,58,1,2,2,1,16,1
102,32600,34,1,2,2,1,21,1
81,50000,42,2,1,2,1,21,1
67,-10001,8,0,1,2,1,5,0
109,127000,32,1,2,1,1,21,1
118,5000,33,2,2,2,1,20,0
131,-10001,5,0,3,2,1,2,0
161,-10001,4,0,1,2,1,1,0
164,-10001,2,0,4,2,1,0,0
50,0,72,0,2,1,1,16,0
64,0,73,0,2,2,1,15,0
50,0,52,0,4,1,1,16,0
26,0,77,0,3,1,1,21,0
73,0,55,2,2,2,1,21,0
66,0,70,1,4,1,1,19,0
36,100000,46,1,3,1,1,16,1
23,86000,53,3,4,2,1,19,10
20,-10001,15,0,2,1,1,13,0
100,50000,57,6,1,1,1,16,1
88,20800,75,2,3,2,1,19,1
31,1500,67,1,3,2,1,16,1
24,30000,33,1,2,1,1,16,1
23,9280,27,1,2,2,1,16,0
28,-10001,6,0,3,2,1,2,0
77,0,80,0,3,2,1,18,0
72,0,85,0,4,1,1,18,0
275,0,62,0,2,2,1,19,0
257,125000,62,1,2,1,1,21,1
77,4000,54,1,3,1,2,15,12
152,54000,60,1,4,1,2,21,1
121,89000,56,1,3,2,2,21,1
33,95000,45,1,4,1,1,17,1
31,3000,41,1,3,2,1,17,0
58,0,32,9,1,1,8,1,0
80,0,32,0,1,2,8,1,0
73,0,58,0,3,1,1,19,0
123,33000,31,1,3,2,1,17,1
114,65000,34,1,4,1,1,18,1
130,-10001,0,0,1,2,1,0,0
104,60000,30,1,3,1,1,19,0
136,57000,64,1,1,2,1,21,1
140,110000,64,3,4,1,1,21,11
235,37800,44,1,2,1,1,21,1
147,0,18,1,2,1,1,17,0
167,600,16,1,3,1,1,13,0
174,-10001,13,0,4,1,1,10,0
172,-10001,7,0,3,1,1,3,0
184,0,45,0,1,2,1,20,0
89,120000,56,1,2,2,1,22,1
137,0,73,0,3,2,1,20,0
143,0,71,0,2,1,1,19,0
138,0,89,1,1,1,8,19,0
160,0,85,0,4,2,8,19,0
260,82000,66,1,1,1,1,16,1
22,0,67,0,2,1,1,16,0
25,0,68,0,4,2,1,21,0
126,0,95,0,2,1,1,21,0
85,1200,59,6,3,2,1,19,11
79,0,61,1,2,1,1,19,0
160,34000,34,1,1,2,1,20,1
157,0,42,0,4,1,1,16,0
230,230,16,1,2,1,1,12,10
230,-10001,15,0,3,1,1,12,0
43,36000,37,1,4,1,1,20,1
78,-10001,14,0,1,1,9,11,0
109,5400,26,6,1,1,1,16,1
89,1700,56,2,1,2,1,21,0
84,98000,65,1,4,1,1,22,1
74,-10001,15,0,4,1,1,12,0
168,36000,58,1,1,2,1,16,1
118,0,67,0,1,2,1,16,0
118,0,65,1,2,2,1,13,0
141,130000,61,2,1,1,1,22,1
135,12000,61,1,2,2,1,21,1
277,30000,23,2,2,2,1,21,1
47,31200,75,1,4,2,1,16,1
65,0,80,0,4,1,1,20,0
73,0,76,0,2,2,1,16,0
66,0,69,0,1,1,1,18,0
41,0,77,0,2,2,1,18,0
16,32000,43,1,2,2,1,16,1
9,70000,49,2,3,1,1,16,1
16,-10001,9,0,2,1,1,5,0
155,12000,59,1,1,2,1,16,1
157,4000,65,1,2,1,2,18,0
155,0,58,0,3,2,2,14,0
47,0,70,5,2,1,2,21,0
58,0,66,5,2,1,2,17,0
93,61000,63,6,1,2,1,18,1
32,70000,68,6,3,1,1,21,1
27,0,68,0,2,2,1,20,0
63,0,49,1,4,2,1,21,0
70,0,49,4,1,1,1,21,0
2,0,23,0,4,1,1,15,0
3,8000,20,1,3,1,6,16,1
2,5000,18,1,3,2,6,16,1
4,-10001,14,0,3,2,6,11,0
85,70000,56,1,2,1,1,20,1
78,80000,53,2,3,2,1,21,1
114,41600,20,1,2,1,8,16,1
109,-10001,12,0,2,2,1,9,0
96,50000,79,1,2,2,1,19,1
13,72000,69,3,4,2,1,20,10
29,0,73,0,1,2,1,16,0
22,0,78,0,3,1,1,13,0
