PWGTP,PERNP,AGEP,COW,QTRBIR,SEX,RAC1P,SCHL,JWTRNS
186,-10001,11,0,1,1,8,8,0
238,-10001,10,0,3,2,8,7,0
90,0,58,1,3,2,1,16,0
115,0,64,0,4,1,1,16,0
81,0,84,0,4,2,1,16,0
55,28000,58,2,3,2,1,20,1
53,52000,44,1,4,1,9,19,11
99,18000,42,1,2,2,1,20,1
55,-10001,14,0,1,2,1,11,0
65,0,72,0,3,2,1,21,0
82,48000,34,2,1,2,1,21,1
71,0,37,1,2,1,1,19,0
54,0,79,0,2,2,9,16,0
2,0,76,0,3,2,9,16,0
74,52000,67,2,3,2,1,16,1
117,45000,56,1,2,2,1,18,0
146,0,30,0,4,2,1,11,0
280,104000,28,1,4,1,1,9,0
269,0,28,0,4,2,1,9,0
40,0,61,0,1,2,1,18,0
64,0,82,0,4,1,1,21,0
66,0,62,0,4,1,2,21,0
112,-10001,0,0,3,2,2,0,0
132,40000,57,1,4,2,1,21,1
144,0,63,3,2,1,1,18,0
214,22500,25,1,2,1,1,16,1
145,80000,37,1,1,1,1,21,1
117,-10001,5,0,1,2,1,2,0
138,-10001,3,0,2,2,1,1,0
70,0,78,0,1,1,1,12,0
73,0,86,0,2,1,1,21,0
69,8400,78,1,2,2,1,16,1
39,0,61,0,4,1,1,16,0
36,33600,56,1,3,2,1,15,1
296,42000,46,1,3,1,1,9,1
310,0,42,0,1,2,1,9,0
295,-10001,15,0,4,1,1,12,0
298,-10001,11,0,4,2,1,7,0
297,-10001,9,0,3,2,1,5,0
247,489000,48,5,3,2,1,16,1
277,100000,50,3,4,1,1,16,1
98,30000,46,6,1,2,6,16,1
98,45000,48,1,2,1,6,16,1
137,12700,23,1,2,1,6,22,1
77,11400,17,1,4,2,6,14,1
487,0,56,6,3,1,1,19,0
521,40000,61,3,4,2,1,19,1
38,65000,53,7,4,1,1,19,1
58,75000,45,3,2,2,1,21,1
81,63000,31,1,3,1,1,21,11
90,60000,29,7,1,2,1,21,11
136,21800,69,3,3,1,1,21,1
147,0,69,0,3,2,1,16,0
74,80000,39,1,4,2,1,19,1
78,90000,41,1,1,1,1,19,1
79,0,18,0,2,2,1,16,0
59,-10001,15,0,2,1,1,12,0
69,-10001,13,0,2,2,1,10,0
73,-10001,10,0,4,1,1,7,0
71,30,34,1,4,1,1,16,1
139,41000,36,1,4,2,1,21,11
143,55000,41,4,1,1,1,21,1
138,-10001,8,0,4,1,1,4,0
138,-10001,5,0,3,1,1,2,0
189,0,81,0,1,2,1,12,0
80,0,65,0,3,2,1,19,0
93,7200,68,2,4,1,2,19,1
250,0,73,0,3,2,1,16,0
231,20000,24,1,1,2,1,21,1
132,40000,24,1,2,1,1,21,1
95,45000,58,1,1,2,1,16,1
332,0,61,0,3,2,1,18,0
304,36000,44,1,3,1,2,16,1
359,-10001,15,0,3,1,2,13,0
79,12000,64,6,3,1,1,20,1
77,0,53,0,2,2,1,17,0
10,28000,32,1,1,2,1,19,1
18,75000,34,1,1,1,1,18,1
58,17800,59,1,1,2,9,16,0
55,0,76,0,1,1,1,16,0
42,72000,31,6,2,1,8,12,0
39,-10001,13,0,1,2,8,11,0
38,-10001,12,0,1,2,8,10,0
38,-10001,1,0,4,2,1,0,0
18,1000,30,1,4,2,1,17,0
45,0,72,6,3,2,1,16,0
56,0,70,1,3,1,1,16,0
377,41000,24,1,3,2,1,16,1
98,181000,25,1,2,1,1,16,1
94,45000,25,1,3,2,1,16,1
94,75000,57,1,1,1,1,16,1
95,32300,59,1,4,1,6,15,1
92,0,60,0,2,2,6,15,0
35,100000,37,2,3,2,1,22,1
47,80000,40,1,3,1,1,21,1
35,2000,16,1,2,2,1,13,0
76,0,69,0,2,2,1,16,0
45,0,50,0,1,2,1,16,0
78,40000,25,1,4,1,1,16,1
137,0,67,0,2,2,2,20,0
87,2400,63,2,2,2,2,18,0
235,0,59,0,3,2,1,21,0
248,0,64,1,4,1,1,21,0
60,0,67,0,3,1,1,16,0
48,501000,69,1,4,1,1,23,1
47,70000,53,7,4,2,1,22,1
15,61000,57,4,3,2,1,20,11
35,12000,77,6,3,2,1,21,11
22,0,84,4,3,1,1,21,0
71,62000,35,2,2,2,1,21,1
57,0,39,1,4,1,1,18,0
81,-10001,3,0,2,1,1,1,0
94,35000,40,1,2,1,1,11,1
120,0,42,1,1,1,1,13,0
34,43000,54,3,2,1,1,16,1
26,25000,56,1,2,2,1,16,1
77,52000,48,1,1,2,6,21,11
82,4800,17,1,3,1,9,16,1
98,52000,52,2,2,2,1,22,1
95,1000,16,2,1,2,1,13,0
42,38700,39,3,1,2,1,18,1
32,56000,41,3,4,1,1,20,1
40,-10001,14,0,1,2,1,11,0
143,45000,69,7,2,1,1,19,1
131,38500,31,1,4,1,1,16,1
71,17400,26,1,1,2,1,16,1
79,0,66,0,3,2,1,16,0
77,0,69,0,4,1,1,18,0
95,15000,37,2,1,2,1,19,1
107,101000,40,1,4,1,1,21,1
91,-10001,14,0,3,1,1,11,0
111,-10001,12,0,3,2,1,9,0
113,-10001,10,0,4,2,1,7,0
88,-10001,7,0,4,1,1,4,0
13,31300,66,1,3,2,1,19,11
63,0,34,0,4,1,1,14,0
28,-10001,6,0,2,2,1,3,0
34,-10001,4,0,3,2,1,1,0
86,0,95,0,4,1,1,21,0
60,170000,39,1,3,2,6,22,11
62,-10001,7,0,2,2,6,4,0
44,-10001,5,0,4,1,6,2,0
95,33000,55,6,2,2,1,16,11
147,30000,50,1,1,1,1,16,1
2,0,24,1,2,1,1,16,0
2,25000,22,1,4,2,1,19,1
58,0,71,1,4,2,1,19,0
60,48000,58,1,3,1,1,16,1
24,42000,24,1,4,2,1,16,1
21,37000,32,1,3,1,1,14,11
133,80000,75,6,1,1,1,21,11
142,0,44,3,2,2,1,21,0
145,50000,36,7,3,2,1,22,11
117,-10001,14,0,3,1,1,11,0
99,115000,47,2,2,2,1,22,1
69,20000,52,1,3,1,1,16,1
76,1200,81,1,2,1,1,12,1
102,0,95,0,2,2,1,16,0
91,0,72,4,3,2,1,18,0
180,0,90,0,2,1,1,14,0
29,150000,54,1,2,1,1,22,11
28,95000,49,1,4,2,6,22,11
28,-10001,13,0,3,2,8,12,0
31,18000,64,3,3,2,1,20,10
13,60000,40,1,4,1,1,16,1
38,0,17,0,1,1,1,11,0
29,-10001,14,0,1,1,1,13,0
17,25000,45,6,3,2,1,21,11
14,55000,53,7,3,1,1,19,1
10,500,16,1,4,1,1,13,0
18,500,17,1,3,2,1,14,0
28,0,73,0,1,2,1,19,0
29,0,73,3,3,1,1,18,0
101,60000,30,1,4,1,1,21,1
125,125000,56,1,4,1,1,22,1
68,20000,54,1,2,2,6,19,1
37,15000,19,1,4,1,9,19,1
40,10000,17,1,4,2,9,15,1
179,80000,29,4,3,1,1,21,1
120,55000,30,1,3,2,1,21,12
23,35000,42,1,2,1,1,16,1
26,0,39,1,3,2,1,16,0
24,-10001,3,0,3,2,1,1,0
24,-10001,0,0,2,2,1,0,0
16,24800,61,3,3,2,1,20,1
15,22500,62,1,4,1,9,17,1
57,20000,32,6,1,2,1,20,1
42,35000,32,1,4,1,1,16,1
22,-10001,13,0,1,1,1,10,0
27,-10001,7,0,1,2,1,4,0
103,185000,55,6,2,1,1,19,1
51,0,54,9,4,1,1,16,0
148,80000,28,4,2,2,1,21,11
91,110000,30,1,1,1,1,19,11
66,-10001,2,0,3,1,1,0,0
67,-10001,1,0,1,1,1,0,0
82,0,61,0,2,2,1,22,0
68,49000,33,1,3,1,1,15,1
75,12000,39,3,2,2,1,19,0
86,-10001,13,0,2,2,1,10,0
83,-10001,9,0,1,1,1,6,0
36,0,90,0,2,2,1,13,0
56,16000,62,1,2,1,1,20,1
75,23000,28,1,2,2,1,18,1
53,0,95,0,2,2,1,16,0
49,60000,26,1,4,1,1,19,1
46,0,77,0,4,2,1,16,0
50,25000,27,1,3,1,1,21,1
41,20000,27,1,4,1,1,21,1
142,36000,69,1,4,2,1,19,11
125,0,71,0,2,1,1,20,0
67,0,72,0,2,1,1,16,0
68,0,70,0,1,2,1,16,0
121,28000,32,1,3,1,1,20,1
253,7000,58,1,3,1,2,16,1
75,87000,50,1,2,2,9,19,1
78,0,72,0,4,1,1,23,0
96,0,72,0,4,2,1,22,0
105,0,74,0,2,1,1,16,0
112,0,73,0,3,2,1,17,0
164,150000,25,1,3,1,6,21,11
210,489000,24,1,1,1,6,21,11
200,39000,24,1,1,1,1,21,1
116,95000,43,1,4,2,1,21,1
135,0,69,0,3,1,1,20,0
39,0,71,3,4,2,1,19,0
41,0,73,0,3,1,1,18,0
77,0,63,0,2,1,1,16,0
80,32400,56,1,2,2,1,11,1
99,70000,24,1,3,2,1,22,1
99,26300,22,2,4,2,1,16,1
74,-10001,14,0,2,2,1,11,0
15,63000,54,1,4,1,1,16,1
98,32000,30,1,4,1,1,18,1
68,-10001,6,0,1,2,1,3,0
219,6000,49,2,1,2,2,20,1
217,27800,16,2,1,1,2,13,0
41,27000,53,1,1,1,1,16,1
97,59000,46,2,3,1,6,24,11
77,37200,39,2,4,2,6,21,1
63,-10001,12,0,2,2,6,9,0
149,-10001,8,0,1,1,6,4,0
98,6000,75,3,1,1,9,24,1
90,0,88,0,3,2,1,15,0
31,0,82,0,2,1,1,13,0
21,0,79,0,1,2,1,16,0
92,0,32,0,3,2,1,19,0
102,10000,35,1,2,1,1,13,1
108,-10001,5,0,2,2,1,2,0
102,-10001,3,0,3,2,1,1,0
34,420,62,1,4,1,9,15,1
72,0,72,0,3,1,1,20,0
68,0,68,1,3,2,1,18,0
124,39400,57,1,4,2,1,16,0
154,50000,57,1,2,1,1,1,1
114,0,69,0,3,2,2,14,0
12,5000,64,6,1,1,1,23,1
10,60000,54,6,2,2,1,16,1
84,0,84,0,1,2,1,16,0
101,41500,56,1,1,1,1,21,1
63,0,62,0,1,2,1,19,0
89,0,68,0,4,1,1,18,0
83,10000,65,2,2,2,1,19,1
59,16500,52,6,3,2,2,22,0
69,5100,61,3,1,1,2,22,0
79,0,25,0,4,2,2,19,0
132,0,23,0,4,1,2,16,0
109,0,17,0,4,1,2,12,0
66,0,74,0,2,2,2,14,0
74,100000,47,1,1,2,2,22,11
97,110000,48,1,2,2,1,22,11
84,0,53,1,1,1,1,21,0
92,-10001,14,0,3,1,1,11,0
78,-10001,12,0,1,2,1,8,0
62,0,73,0,1,2,1,19,0
94,0,47,1,2,2,1,21,0
81,250000,48,1,2,1,1,22,1
104,-10001,15,0,3,2,1,12,0
29,22000,51,1,3,1,1,21,10
26,0,59,6,2,1,1,16,0
27,0,62,0,4,2,1,16,0
23,0,87,0,4,2,1,16,0
30,0,90,0,1,1,1,11,0
37,489000,46,2,2,2,1,23,1
36,489000,46,1,4,1,1,22,11
40,-10001,15,0,1,2,1,12,0
38,-10001,15,0,1,2,1,12,0
238,17000,49,1,4,1,2,16,0
468,8500,20,1,4,1,2,16,1
292,-10001,12,0,4,1,2,9,0
29,0,86,0,3,2,1,16,0
21,0,55,0,3,1,1,17,0
15,25000,58,1,2,2,9,16,1
94,0,81,2,1,1,1,21,0
100,0,79,0,2,2,1,16,0
119,0,83,0,3,2,1,16,0
11,28600,24,1,1,2,1,16,1
27,25000,23,1,4,1,1,16,0
31,-10001,3,0,1,2,1,1,0
113,0,61,6,4,2,1,13,0
299,0,95,0,2,2,1,8,0
201,0,87,0,4,1,1,8,0
34,0,60,0,4,1,1,14,0
28,0,61,0,3,2,1,16,0
107,45000,30,1,3,2,2,21,1
126,100000,33,6,4,1,2,18,1
162,-10001,3,0,1,2,2,2,0
92,0,57,0,2,1,1,16,0
96,24500,63,7,1,2,1,20,1
50,0,78,0,1,1,1,23,0
47,0,75,0,3,2,1,22,0
89,0,70,0,1,2,1,21,0
78,0,70,7,2,1,1,19,0
87,0,70,0,2,2,1,19,0
25,0,78,0,3,1,1,16,0
77,23500,35,5,4,2,1,19,1
73,-10001,14,0,2,1,1,10,0
75,-10001,10,0,4,1,1,5,0
63,-10001,4,0,3,2,1,1,0
73,0,69,3,1,2,2,21,0
141,0,29,1,3,1,2,16,0
85,0,54,0,2,1,1,16,0
97,220000,54,7,3,2,1,23,1
25,0,64,0,3,2,8,21,0
27,0,69,0,2,1,8,24,0
51,0,38,0,4,1,1,17,0
2,0,58,4,3,2,1,16,0
45,33600,35,4,3,2,1,21,1
75,34000,32,1,4,1,1,20,1
44,-10001,3,0,4,1,1,1,0
77,0,67,0,4,2,1,21,0
83,50000,52,1,3,1,1,16,1
104,40000,47,2,2,2,1,21,1
98,0,17,0,1,1,1,14,0
89,-10001,15,0,3,2,1,12,0
82,50000,55,1,1,2,2,13,1
118,14000,23,1,2,2,2,1,1
45,20600,55,1,4,2,1,19,0
85,0,77,0,4,2,2,20,0
112,70000,49,1,3,1,1,17,0
91,51500,35,1,3,2,6,21,11
86,116000,35,1,4,1,1,21,1
28,4500,71,3,4,1,1,20,0
27,0,72,1,3,2,1,19,0
27,40000,54,3,1,2,1,16,1
21,48400,55,6,3,1,1,16,11
33,63000,25,4,2,1,1,21,1
14,620,17,7,4,1,1,14,0
114,0,49,0,1,2,1,21,0
176,330,16,6,2,1,1,13,1
115,-10001,14,0,1,1,1,10,0
28,137500,47,1,4,1,1,1,12
42,73000,60,7,2,1,1,19,1
22,18000,66,1,1,2,1,15,11
134,0,47,0,4,1,1,16,0
16,75000,55,3,4,1,1,21,1
18,75000,48,3,4,2,1,22,1
19,25900,23,2,2,2,1,21,1
30,35000,28,1,4,1,1,17,1
18,13000,27,1,1,2,1,14,1
26,-10001,6,0,1,2,1,3,0
33,-10001,5,0,2,1,1,2,0
24,-10001,4,0,2,1,1,1,0
24,-10001,3,0,2,1,1,1,0
26,-10001,10,0,1,2,1,7,0
57,0,60,0,3,1,9,20,0
48,8000,61,1,1,2,9,16,1
97,36000,55,2,4,2,2,19,11
134,37500,40,1,1,1,1,20,1
152,-7400,41,6,1,2,3,20,11
479,-10001,15,0,4,1,9,11,0
126,-10001,0,0,2,1,9,0,0
169,56000,62,1,3,1,1,22,1
137,0,77,0,3,2,1,16,0
33,351000,46,7,1,2,1,19,1
25,62000,41,4,1,1,1,16,1
30,-10001,11,0,3,1,1,8,0
20,9000,26,1,1,2,1,19,1
29,-10001,6,0,2,1,1,3,0
179,40000,42,1,1,1,1,20,1
249,0,38,0,1,2,1,15,0
212,0,18,0,1,2,1,14,0
199,-10001,15,0,2,2,1,12,0
267,-10001,13,0,4,1,1,11,0
228,-10001,11,0,4,2,1,9,0
228,-10001,2,0,4,2,1,0,0
191,-10001,0,0,1,1,1,0,0
95,74000,62,2,4,2,1,21,1
92,6000,66,1,2,1,1,21,1
56,40100,27,6,4,1,1,18,1
47,38900,26,1,4,2,1,19,1
85,0,73,1,2,1,1,21,0
74,4700,74,1,2,2,1,18,0
211,0,65,0,1,1,2,17,0
241,0,57,0,1,2,2,15,0
313,30000,37,1,3,1,2,20,1
405,0,33,0,2,2,2,19,0
401,-10001,4,0,3,2,2,1,0
83,0,65,0,3,1,2,17,0
75,489000,59,1,2,1,1,23,1
38,0,60,1,2,2,9,21,0
173,68000,65,1,3,1,1,16,1
176,0,66,2,2,2,1,16,0
80,70000,60,1,3,2,1,17,1
76,70000,59,1,4,1,1,20,1
134,0,64,0,2,1,1,14,0
206,5200,39,1,4,1,1,16,10
93,0,41,0,4,1,1,18,0
100,42000,59,1,4,2,1,19,1
78,20000,56,1,4,1,1,16,1
63,20000,30,1,3,2,1,16,1
128,-10001,7,0,4,2,9,3,0
20,0,80,0,3,1,1,16,0
67,0,75,0,2,1,1,18,0
99,0,74,0,4,2,1,20,0
102,70000,56,6,4,1,1,16,1
87,45000,61,1,4,2,1,14,1
87,0,86,0,3,2,1,18,0
121,119000,57,3,4,1,1,22,11
127,15000,52,7,2,2,1,22,11
103,-10001,15,0,1,1,1,11,0
86,4000,66,1,2,1,2,16,1
83,10000,64,1,4,2,2,16,1
164,0,82,0,3,1,1,16,0
101,0,81,0,4,2,1,19,0
100,-10001,4,0,1,2,1,2,0
22,39000,40,1,4,2,1,20,1
57,58000,33,1,4,1,1,13,1
39,10000,17,1,1,1,1,13,0
39,-10001,15,0,1,1,1,12,0
87,75000,39,1,4,1,1,21,1
81,185000,37,2,1,2,1,21,1
86,-10001,7,0,4,1,1,4,0
69,-10001,2,0,3,1,1,0,0
73,58000,59,1,4,2,1,19,1
84,0,66,0,1,2,1,18,0
83,32000,54,1,3,1,1,18,1
147,32000,25,1,1,1,1,19,1
78,0,68,1,2,2,1,21,0
76,0,68,0,4,1,1,16,0
74,0,37,0,3,1,1,16,0
54,77000,57,2,2,2,1,20,1
58,12100,20,4,1,2,1,19,1
92,0,88,0,2,2,1,16,0
102,111000,35,1,3,2,1,21,11
116,146000,36,1,4,1,9,21,11
55,100000,36,2,4,1,1,24,11
49,100000,34,2,4,2,1,24,11
45,-10001,3,0,1,1,1,2,0
217,23200,22,1,4,1,1,19,1
284,2000,21,1,1,2,1,16,0
22,70000,76,1,4,2,1,19,1
64,0,36,2,2,2,1,21,0
62,0,36,1,2,1,1,22,0
73,-10001,11,0,3,2,1,8,0
72,-10001,8,0,2,2,1,5,0
33,0,60,0,1,2,1,16,0
49,0,69,0,2,2,1,1,0
62,76000,44,1,2,1,2,17,0
58,0,72,0,4,1,1,19,0
67,0,70,0,3,2,1,16,0
187,8700,52,6,3,2,1,20,11
193,12300,17,1,4,1,1,14,11
91,81000,48,4,3,1,1,21,1
100,75000,60,1,4,1,1,24,1
27,0,77,0,2,2,1,22,0
81,67000,37,3,3,2,1,22,1
91,30000,36,1,3,1,1,20,1
83,-10001,1,0,4,2,1,0,0
109,20000,41,2,3,2,1,20,1
88,14600,16,1,1,2,1,13,1
102,0,85,0,2,1,1,21,0
88,0,84,0,2,2,1,16,0
74,59000,56,1,1,1,1,16,1
81,60000,51,7,1,1,1,16,1
76,25800,54,7,1,2,9,16,1
65,100000,33,1,1,2,1,21,11
63,0,85,0,2,1,1,19,0
69,0,81,0,2,2,1,22,0
25,0,64,1,3,1,1,14,0
25,0,62,0,2,2,1,14,0
219,0,45,0,1,1,1,20,0
148,0,41,0,2,2,1,20,0
591,0,21,9,2,2,2,19,0
402,0,19,0,2,1,2,16,0
621,0,17,0,2,2,2,14,0
40,0,75,0,2,1,1,16,0
26,30000,61,1,1,2,1,15,1
134,18000,40,7,1,2,6,21,11
68,50000,34,1,2,1,9,18,11
159,24000,19,1,4,2,6,18,1
135,-10001,3,0,4,2,9,1,0
137,-10001,2,0,4,2,9,0,0
138,-10001,0,0,3,2,9,0,0
152,4000,20,1,2,1,1,15,1
38,0,62,0,1,1,1,16,0
35,0,50,0,3,2,1,15,0
80,0,69,0,1,2,1,22,0
107,0,76,0,2,1,1,21,0
34,80000,39,1,3,1,1,16,1
29,81000,37,1,3,2,1,20,11
33,-10001,10,0,1,2,1,7,0
27,-10001,9,0,4,1,1,5,0
32,-10001,1,0,2,2,1,0,0
217,54000,38,1,4,1,6,19,1
263,0,36,0,2,2,6,1,0
359,-10001,8,0,4,2,6,5,0
262,-10001,5,0,2,1,6,3,0
166,0,58,1,2,1,6,1,0
169,0,58,0,1,2,6,1,0
106,0,75,0,2,2,2,22,0
91,0,76,0,3,1,2,20,0
86,36000,48,2,4,1,1,24,1
97,30000,40,1,3,2,1,20,0
102,4500,19,1,3,1,1,19,1
112,8500,17,1,1,1,1,14,0
68,-10001,14,0,2,2,1,11,0
32,0,68,7,1,1,1,21,0
29,0,65,1,4,2,1,22,0
42,165000,55,1,3,1,1,21,1
36,0,58,1,1,2,1,20,0
154,112000,53,1,1,1,6,22,1
106,119000,50,1,3,2,6,22,1
90,0,16,0,2,1,6,14,0
124,-10001,14,0,4,1,6,11,0
96,36800,61,1,1,2,1,20,1
69,29200,66,1,3,1,1,16,1
247,8000,40,1,1,1,2,12,0
114,-10001,13,0,2,2,2,7,0
172,0,47,0,1,2,2,16,0
42,0,66,0,2,1,1,20,0
39,0,68,0,2,2,1,16,0
222,0,77,0,2,1,1,22,0
244,0,72,0,2,2,1,19,0
18,9600,66,1,2,2,1,16,1
16,50000,61,1,1,1,1,20,1
64,13000,53,2,2,2,1,16,1
100,32000,22,1,2,2,1,20,1
71,30000,22,1,2,1,1,18,1
92,0,67,1,4,1,1,15,0
85,108000,32,3,1,1,1,22,10
69,40000,62,2,1,2,1,19,1
57,100000,66,1,3,1,1,19,1
27,0,66,0,3,1,1,19,0
26,0,61,1,4,2,1,16,0
56,0,64,0,3,2,1,21,0
49,57900,61,2,3,1,1,24,1
83,120000,54,1,1,1,1,18,1
87,0,52,0,1,2,1,16,0
57,33300,30,1,1,1,1,19,1
114,65000,26,1,1,2,1,21,1
84,0,29,0,2,1,2,21,0
117,143000,46,1,2,1,1,21,11
45,70000,42,1,2,2,9,22,1
44,-10001,9,0,3,2,9,6,0
44,-10001,5,0,1,2,9,2,0
52,0,73,0,1,1,1,16,0
46,0,75,0,2,2,1,16,0
67,0,75,0,2,2,1,16,0
72,0,73,0,1,1,1,16,0
58,59000,54,2,4,1,1,21,1
71,75000,55,5,3,2,1,22,1
63,-10001,14,0,4,1,1,12,0
88,0,57,1,2,2,2,16,0
35,30000,54,6,3,1,1,16,0
212,20000,24,1,4,1,9,16,1
28,0,66,0,3,1,1,22,0
42,35000,55,6,4,1,1,16,1
98,489000,46,1,2,1,1,22,11
100,95000,47,7,3,2,1,22,1
109,0,16,0,3,2,1,13,0
97,-10001,13,0,3,1,1,10,0
83,89000,57,3,1,1,1,22,1
63,3500,67,1,2,2,1,16,1
66,0,68,1,1,1,1,21,0
70,0,69,3,1,2,1,21,0
91,21600,37,1,1,1,1,20,11
56,0,18,0,3,1,1,14,0
56,0,18,0,3,1,1,14,0
103,35000,62,1,3,1,1,18,1
197,88000,57,5,1,1,1,21,11
151,7000,17,1,3,1,1,13,1
454,0,67,0,3,1,1,18,0
394,0,66,3,4,2,1,16,0
224,102000,33,1,1,1,1,21,11
128,65000,33,1,3,2,1,21,1
225,-10001,10,0,3,1,1,7,0
141,-10001,6,0,2,2,1,3,0
195,-10001,3,0,4,2,1,2,0
30,60000,54,1,4,2,1,21,1
19,0,54,1,3,1,1,21,0
78,0,82,0,1,1,2,16,0
107,0,67,1,1,2,1,16,0
19,58000,58,2,1,2,1,20,1
68,0,87,0,3,2,1,18,0
90,0,43,0,2,2,1,21,0
86,80000,44,1,3,1,1,21,11
68,-10001,13,0,3,1,1,9,0
107,-10001,11,0,4,2,1,7,0
108,-10001,7,0,2,2,1,4,0
108,-10001,5,0,4,2,1,2,0
23,0,69,0,3,2,1,22,0
28,50000,52,2,2,2,1,21,1
66,47600,61,1,1,1,1,16,1
69,16600,60,3,1,2,1,16,1
26,40000,63,7,4,2,1,22,1
88,46000,65,1,4,1,1,19,1
77,0,64,3,2,2,1,22,0
29,18000,59,6,1,2,1,20,0
2,0,56,7,1,1,1,17,0
3,0,53,1,1,1,2,15,0
81,100000,66,5,2,1,1,21,1
66,0,65,0,2,2,1,21,0
15,0,66,1,4,1,1,16,0
20,0,60,0,4,2,9,16,0
151,160000,60,1,4,1,6,22,1
153,20000,59,4,1,2,6,16,1
284,70000,27,1,4,1,6,21,1
135,0,68,1,3,1,1,21,0
68,250000,56,1,4,1,1,22,1
55,80000,56,3,1,2,1,22,1
68,10000,24,1,3,2,1,21,1
69,106000,38,1,3,1,9,21,1
54,0,38,0,3,2,9,16,0
37,-10001,7,0,3,1,9,4,0
354,0,74,0,1,2,2,16,0
300,0,70,0,4,1,2,14,0
90,5000,79,1,1,2,1,16,1
375,190000,42,1,1,1,9,22,1
294,-10001,14,0,1,2,9,10,0
256,-10001,12,0,2,1,9,9,0
71,0,71,1,2,1,1,20,0
69,77000,30,3,2,1,1,20,1
61,36000,31,1,3,2,1,21,1
106,60000,34,1,3,2,1,22,1
128,150000,30,2,2,1,1,21,1
83,-10001,2,0,3,2,1,0,0
121,0,56,0,1,2,1,22,0
145,250000,57,1,3,1,1,22,1
76,45000,58,1,1,2,1,16,1
115,0,34,1,2,2,1,19,0
124,-10001,11,0,2,1,1,7,0
97,-10001,1,0,4,1,1,0,0
25,0,80,0,4,1,1,16,0
18,0,49,0,1,2,1,14,0
30,0,16,0,2,2,1,12,0
71,143000,39,1,3,1,8,19,11
134,0,23,1,2,2,8,16,0
57,-10001,2,0,3,1,8,0,0
129,42000,52,1,2,2,1,16,1
69,35000,28,1,2,1,1,15,1
120,107000,60,1,4,1,1,18,1
71,30000,59,2,1,2,1,19,1
96,48300,37,3,4,2,1,22,1
86,117000,36,1,1,1,1,19,1
121,-10001,5,0,2,1,1,1,0
104,-10001,3,0,2,2,1,1,0
106,-10001,0,0,3,2,1,0,0
85,0,86,0,4,2,2,20,0
39,0,62,7,3,1,1,19,0
52,0,64,0,1,2,1,16,0
95,140000,45,5,1,1,1,16,1
84,16000,41,1,4,2,1,16,1
116,0,17,1,4,2,1,14,0
91,-10001,10,0,4,1,1,6,0
172,115000,45,2,1,1,6,24,11
135,125000,41,1,4,2,6,22,11
260,-10001,14,0,3,1,6,12,0
150,-10001,4,0,3,2,6,1,0
150,-10001,2,0,4,2,6,0,0
77,60000,54,3,2,1,9,16,1
114,40000,50,7,4,2,8,16,1
11,0,84,0,2,1,1,15,0
12,0,81,0,4,2,1,16,0
40,0,62,3,4,1,1,22,0
30,38000,61,1,1,2,1,20,1
2,30000,26,1,1,1,6,21,1
52,53000,59,1,4,1,1,16,1
53,0,61,0,2,2,1,17,0
62,0,69,0,3,1,1,14,0
67,29400,70,3,1,2,1,16,1
63,14100,79,2,4,2,1,22,1
17,0,80,0,3,1,1,21,0
12,0,82,0,1,2,1,20,0
103,489000,38,1,3,1,9,22,1
100,0,35,2,4,2,9,21,0
101,-10001,5,0,4,1,9,2,0
92,-10001,3,0,4,2,9,1,0
88,-10001,2,0,2,1,9,0,0
93,-10001,2,0,2,2,9,0,0
25,0,79,0,3,2,1,16,0
200,5000,79,1,3,1,1,16,0
77,42000,61,2,3,2,1,19,1
88,75000,54,1,2,1,2,19,1
69,0,74,0,2,1,1,16,0
71,0,70,0,3,2,1,16,0
127,0,76,0,3,2,6,10,0
81,30000,56,7,4,2,1,22,11
87,188000,58,1,2,1,1,21,1
73,440,16,1,1,1,1,13,1
70,14000,16,1,1,1,1,13,1
343,0,64,0,4,2,8,14,0
358,0,53,0,2,1,8,5,0
194,25000,27,1,1,1,8,21,1
275,0,37,0,1,1,8,15,0
210,0,16,0,4,1,8,13,0
255,0,61,0,3,2,1,20,0
278,240000,64,1,1,1,1,23,1
190,45000,50,1,1,1,1,16,1
163,35000,50,2,1,2,6,17,1
214,29000,25,1,3,1,1,17,2
199,-10001,15,0,3,2,6,13,0
194,80000,33,1,2,1,1,16,1
79,0,71,5,3,1,1,20,0
86,0,72,1,4,2,1,22,0
82,51000,49,1,2,1,8,18,1
112,172000,53,2,1,2,2,21,11
67,60000,72,7,2,1,1,21,1
61,45000,67,4,1,2,1,19,1
39,0,95,0,3,1,1,17,0
41,70000,35,1,3,2,1,22,11
63,0,46,1,2,1,1,19,0
47,-10001,13,0,2,2,1,9,0
40,-10001,2,0,2,1,1,0,0
167,0,95,0,1,1,1,19,0
102,0,82,0,4,2,9,15,0
208,49000,50,2,4,2,9,20,1
72,25000,60,1,1,2,1,16,1
64,66000,43,1,2,2,1,20,11
51,40000,50,1,4,1,1,16,1
49,72000,40,7,4,2,1,21,1
55,-10001,9,0,1,2,1,6,0
55,-10001,7,0,1,2,1,4,0
60,0,68,0,2,2,1,18,0
113,0,73,1,3,1,1,21,0
113,0,74,0,4,2,1,22,0
113,156000,50,1,4,1,6,22,1
79,0,74,0,2,1,1,22,0
47,0,67,0,3,1,1,16,0
52,0,66,0,4,2,1,16,0
44,102000,52,2,4,2,9,21,11
